"num_trees","oob_error","oob_accuracy"
50,0.318181818181818,0.681818181818182
75,0.318181818181818,0.681818181818182
100,0.306818181818182,0.693181818181818
125,0.295454545454545,0.704545454545455
150,0.284090909090909,0.715909090909091
175,0.284090909090909,0.715909090909091
200,0.295454545454545,0.704545454545455
225,0.295454545454545,0.704545454545455
250,0.295454545454545,0.704545454545455
275,0.340909090909091,0.659090909090909
300,0.329545454545455,0.670454545454545
